feature,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18
Taxon_01,0.31495516651783173,0.7655937862744853,-1.161652649344384,0.30592591728554575,-1.4040504572034513,-0.45578899514606297,-1.045336412970131,-1.4027378840373392,-1.0512976848047502,1.3183461741079934,0.7881608868375568,2.132930466482806,0.32995390170024297,1.6463936867196494,0.9576501173119178,-0.7698764365902798,1.154713560756739,1.1825105713137205
Taxon_02,-0.7456273337722978,0.09987972856467958,-0.36415768070828064,-0.4046509363218696,0.07431623926096692,0.6356721795899283,1.5305921104594724,-0.5547204395591027,-0.29832621217926136,1.538131470114742,1.0750932270127413,0.316632451862764,0.23482876876130607,1.2794724427428863,1.6821739068933816,0.9661471335280714,0.5551842602439792,1.2951952263667974
Taxon_03,-0.01560234728149229,-0.8005842125340334,0.1669263446718406,-1.4109947755707073,0.4001435784709486,-0.4098745723929448,0.4630735329998982,1.3062012898538926,1.187836191159337,0.032171273527992025,0.6421669162777868,1.2386100428784497,2.4397580711644924,1.3339370243315918,2.0914626536847845,0.5087547361375042,1.1563047875132095,0.9310396431572402
Taxon_04,0.5743129117401159,1.4586198483195763,-0.8705877716157079,-0.7178751923266296,0.9481637787470863,1.331860038854303,-0.45098103261412803,0.3669739902132229,0.7183805300554552,1.7522259858780602,1.3498903663821131,1.4201466496681083,2.649852793915251,0.9851523563267508,-0.7313510967120256,-0.20846795869341359,-1.0975575818625318,0.920234857781037
Taxon_05,0.32464735366882014,0.7937807626165307,-0.4079536790771625,-0.1857548980477205,1.2383996302743205,-0.8175606209374138,1.626912822144611,1.9551777999655797,1.513033631464484,-1.3463897946680317,-0.7561547330140278,-2.1333654420916597,-0.017929662472447122,-2.3638420642470748,0.3373360273905188,0.6704168407842065,0.09169061701705004,-1.8472247684076684
Taxon_06,-0.17787750681009068,0.9393756243343778,1.4943980857158259,-0.3321686948487632,-0.714292242748352,-1.6159422203001996,0.7662531177541361,-0.5360709662870142,-0.33532425938188115,-0.18096103639349242,0.2663246448425662,-0.6809010721291922,0.3344648562525927,-0.39821121020568545,-1.7498123602411104,0.3543353048090562,-0.8363408544914159,-1.1653643253517447
Taxon_07,1.5071991348115161,0.27499576889696137,-0.474359864759949,0.5462378209911619,-0.21264226463672764,-0.7223014320211316,0.6911411677115599,1.5560812574486251,-0.646646926564539,-2.725240839083272,1.8322326166193916,0.30977118229629363,-3.782528712843486,-0.4631070073943791,-1.809391989296994,-0.6604556113790802,-0.22595345954501722,-1.1330535916350017
Taxon_08,0.8935157660111072,-2.042903964689823,0.009651994039073242,1.6031939633191543,-0.9304463131378946,1.1877374349727738,-2.2439558495608187,-0.6787100836249091,-1.3903274504121161,0.7629811602060593,-1.8872614448433165,-0.5914271994323381,-0.6065918473895229,-2.238784853540408,0.8170221146880041,-1.9222602578376924,-0.07062797719523119,0.6262435082362469
Taxon_09,1.9104019948370974,-2.30312591681961,-0.6493646215846145,0.2682687344928324,-0.7459653182312826,0.5008203081679816,-1.7607166085382213,-0.30564060554514744,-0.007854637439788648,-0.6566817826049547,-0.10942605561930314,0.04260001717764811,-0.10513664727312391,0.45574008274751904,0.6228446372164952,0.5366898676224664,-0.6374782097503489,1.4023395968973085
Taxon_10,-2.4490384477177725,-0.5135673250308831,1.1828089353265756,-0.13468387998408554,0.2015477605807811,-1.8204288998853524,1.478151683405501,-1.1888851640319569,-0.06881601206505406,0.3455822370225467,-1.2960541484671273,-0.8830687026776571,-0.6359812457735516,0.517104122934546,-1.9432806566100886,1.950219872529396,-0.7940617581678877,-0.4297339351841533
Taxon_11,-2.111427762909606,0.09007128004760745,0.5835326708497073,0.9864897295262215,0.2728159765191349,1.39828331063731,-0.5247642333207699,0.6764049863035249,1.03354253024979,-0.36053003309948706,-0.3177481810921741,-1.3522160954061633,0.2565446183093376,0.5654077417194283,0.7058153587831764,-1.5858212200255617,-0.31562453218874925,0.24909671142081968
Taxon_12,-0.025458929095228705,1.237864620020132,0.4907582364870762,-0.52398778851514,0.8720096321044696,0.7875234684608082,-0.5303702974711098,-1.1940741806993769,-0.6541997000816749,-0.47963481500815597,-1.587224094936208,0.18028770137093986,-1.0972348943510912,-1.3192623221348252,-0.9804687131080589,0.16031772911532705,1.019751147670204,-2.031283494594604
